Season,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR,RAR,Test,Dol,Dol (no $)
1947,Pirates,1864,6006,156,744,699,30,10.10%,11.40%,0.145,0.275,0.261,0.339,0.407,0.349,94,4.9,-42.1,8.4,17.2,164.8,131.65469, ,
1952,Giants,1913,5888,151,722,663,30,9.10%,11.40%,0.144,0.269,0.256,0.329,0.399,0.339,100,-0.6,2.3,49.3,26,242.3,130.24133, ,
1915,Cardinals,1710,5780,20,590,483,162,7.90%,11.40%,0.079,0.288,0.254,0.32,0.333,0.319,98,-23,-33.2,17.2,20.3,177.4,168.08111, ,
1947,Browns,1716,5776,89,561,525,69,10.00%,11.40%,0.11,0.262,0.241,0.32,0.351,0.318,80,-7,-139.3,3.2,4.9,46.2,92.76117, ,
1915,Pirates,1676,5741,24,557,464,182,7.30%,11.40%,0.088,0.279,0.246,0.31,0.335,0.314,97,-6.9,-26.6,21.3,21.3,186.9,129.93445, ,
1981,Yankees,1162,3994,100,421,403,47,9.80%,10.90%,0.139,0.261,0.252,0.325,0.391,0.327,109,-1.6,39,8.3,18.2,166.1,-150.17203, ,
1988,Red Sox,1644,6334,124,813,760,65,9.80%,11.50%,0.137,0.304,0.283,0.357,0.42,0.348,115,-6,103.9,-15.4,31.7,292.9,167.2014, ,
1952,Dodgers,1869,6068,153,775,725,90,10.90%,11.50%,0.137,0.278,0.262,0.348,0.399,0.35,105,5.1,42.9,50.3,31,289.7,183.24133, ,
1961,Indians,1911,6212,150,737,676,34,7.90%,11.50%,0.141,0.281,0.267,0.327,0.408,0.326,97,4.4,-21.2,50.6,22.5,222.3,122.08136, ,
1982,Yankees,1717,6245,161,709,666,69,9.40%,11.50%,0.142,0.268,0.256,0.328,0.398,0.325,102,-3.9,9.5,-97.4,11.7,106.9,119.81466, ,
1955,Phillies,1811,5855,132,675,631,44,11.10%,11.50%,0.14,0.27,0.256,0.34,0.395,0.333,99,0.8,-8.9,75,23.4,229.9,93.53465, ,
1980,Twins,1825,6131,99,670,634,62,7.10%,11.50%,0.116,0.286,0.265,0.319,0.381,0.314,88,-6.3,-91.3,9.2,12.4,119.3,124.56127, ,
1981,Brewers,1130,4152,96,493,475,39,7.20%,11.10%,0.134,0.268,0.257,0.313,0.391,0.319,106,-5.4,21.3,-10.3,14.9,134.5,-78.17203, ,
1916,Cubs,1789,5777,46,520,456,133,6.90%,11.50%,0.086,0.266,0.239,0.298,0.325,0.304,88,-7.7,-75.3,15.7,13.7,114.5,118.66775, ,
1980,Red Sox,1671,6200,162,757,717,79,7.70%,11.60%,0.153,0.299,0.283,0.34,0.436,0.345,106,-4.1,42,-12.5,24.7,233.2,70.02812, ,
1954,Cubs,1861,5960,159,699,639,46,8.00%,11.60%,0.149,0.276,0.264,0.325,0.412,0.337,89,1,-84.8,14.1,12,114.7,73.78804, ,
1974,Rangers,1715,6123,99,690,643,113,8.30%,11.60%,0.105,0.295,0.272,0.336,0.377,0.328,107,-6.6,39.9,-48,20.3,184.4,154.85459, ,
1950,Pirates,1979,5976,138,681,634,43,9.40%,11.60%,0.142,0.282,0.264,0.338,0.406,0.342,89,6.9,-74.2,24.4,13.8,143.7,71.22802, ,
1983,Expos,2116,6286,102,675,632,137,8.10%,11.60%,0.122,0.285,0.264,0.326,0.386,0.317,98,9.1,-3.5,79.6,29,277.2,116.69462, ,
1971,Yankees,1924,6164,97,648,607,75,9.40%,11.60%,0.106,0.275,0.254,0.328,0.36,0.314,99,-3.9,-11,31.2,22.9,202.2,156.6012, ,
1978,Indians,1787,6013,106,638,596,63,8.10%,11.60%,0.118,0.281,0.261,0.323,0.379,0.319,97,-10.1,-27.8,-40.4,13.5,122.4,97.70793, ,
1978,Mariners,1724,6031,97,614,571,123,8.70%,11.60%,0.111,0.267,0.248,0.314,0.359,0.307,88,7.3,-72.9,-58,6.9,60.3,125.17453, ,
1957,Orioles,2026,5961,87,597,557,57,8.40%,11.60%,0.101,0.273,0.252,0.318,0.353,0.302,89,1.9,-73.1,82.2,19.7,188.6,123.61451, ,
1915,Yankees,1622,5764,31,583,459,198,9.90%,11.60%,0.072,0.264,0.233,0.317,0.305,0.309,87,-11.9,-94.7,39.1,15,133.9,233.13435, ,
1954,Athletics,1841,5823,94,542,503,30,8.70%,11.60%,0.107,0.254,0.236,0.305,0.342,0.301,73,-1.5,-182.5,-21.7,-2.5,-26.5,96.92114, ,
1917,Cardinals,1737,5626,26,531,436,159,6.40%,11.60%,0.083,0.283,0.25,0.303,0.333,0.31,95,3.5,-23.3,55.5,23.4,202.1,109.08111, ,
1980,Yankees,1868,6329,189,820,772,86,10.20%,11.70%,0.157,0.277,0.267,0.343,0.425,0.343,113,2,98.5,-36.9,28.6,269.5,161.33475, ,
1989,Red Sox,1702,6455,108,774,716,56,10.00%,11.70%,0.125,0.301,0.277,0.351,0.403,0.34,109,-5.4,63.5,-19.8,27.4,253.1,171.94801, ,
1979,Mariners,1850,6206,132,711,676,126,8.30%,11.70%,0.135,0.286,0.269,0.331,0.404,0.327,96,6.1,-24.5,-22.9,16.1,156.9,106.37468, ,
1958,Tigers,1917,5803,109,659,612,48,8.00%,11.70%,0.123,0.286,0.267,0.326,0.389,0.318,93,0.4,-49.5,56,19.4,185,92.97463, ,
1959,Orioles,2092,5883,109,550,514,36,9.10%,11.70%,0.107,0.255,0.238,0.31,0.345,0.296,84,-0.4,-110.5,44.8,10.5,101.5,97.20115, ,
1981,Orioles,1246,3985,88,429,408,41,10.10%,11.40%,0.128,0.265,0.251,0.329,0.379,0.325,107,-4.3,26.6,-20.5,13.9,124.7,-111.29207, ,
1977,Twins,1828,6382,123,867,804,105,8.80%,11.80%,0.135,0.304,0.282,0.348,0.417,0.339,106,-0.4,48.6,-32,23.7,230.4,228.92139, ,
1982,Red Sox,1674,6262,136,753,705,42,8.70%,11.80%,0.132,0.294,0.274,0.34,0.407,0.335,100,-6.9,-6,-17,18.2,172.3,140.65469, ,
1957,Yankees,1881,5991,145,723,680,49,9.40%,11.80%,0.141,0.284,0.268,0.339,0.409,0.331,107,-0.8,49.3,84.1,33,313.7,105.50803, ,
1955,Indians,2046,6047,148,697,657,28,11.90%,11.80%,0.136,0.271,0.258,0.349,0.394,0.337,101,1.3,8.1,-21.9,20.3,197.8,118.10798, ,
1975,Yankees,1798,6039,110,681,642,103,8.00%,11.80%,0.118,0.284,0.264,0.325,0.382,0.323,101,-1.6,7.3,20.8,23.3,220.2,132.98794, ,
1973,Tigers,1769,6135,157,641,592,28,8.30%,11.80%,0.136,0.267,0.254,0.32,0.39,0.321,96,-3.5,-32,-41.4,13.9,129,72.4013, ,
1976,Astros,2031,6113,66,625,571,150,8.70%,11.80%,0.09,0.283,0.256,0.322,0.347,0.31,97,7.2,-14.7,24.3,22.7,203.1,167.05449, ,
1951,Browns,1845,5847,86,611,555,35,8.90%,11.80%,0.11,0.271,0.247,0.317,0.357,0.315,76,-4.3,-181.9,-26.1,-2,-20.9,127.32119, ,
1980,Mariners,1822,6142,104,610,564,116,7.90%,11.80%,0.108,0.267,0.248,0.308,0.356,0.3,78,-2.1,-159.3,-26.5,1.7,15.9,128.89452, ,
1974,Mets,2041,6226,96,572,538,43,9.60%,11.80%,0.094,0.254,0.235,0.311,0.329,0.297,85,1.1,-107.1,-35.8,6.1,50.7,160.37443, ,
1976,Padres,2129,6050,64,570,528,92,8.10%,11.80%,0.09,0.273,0.247,0.31,0.337,0.299,89,-0.2,-72.5,47.5,18.3,166.5,137.78779, ,
1915,Indians,1706,5726,20,539,456,138,8.60%,11.80%,0.077,0.275,0.24,0.313,0.318,0.31,84,-18,-120,-0.4,7.9,67.7,155.68106, ,
1916,Cardinals,1784,5514,25,476,413,182,6.10%,11.80%,0.075,0.275,0.243,0.295,0.318,0.299,87,1.5,-67.5,-20.4,10.1,78.3,92.68106, ,
1955,Dodgers,1820,6036,201,857,800,79,11.20%,11.90%,0.177,0.278,0.271,0.356,0.448,0.358,109,-1.9,67.4,91.2,33.3,327.5,139.14816, ,
1980,Brewers,1598,6242,203,811,774,131,7.30%,11.90%,0.173,0.284,0.275,0.329,0.448,0.344,113,3.3,97.3,5.2,32.4,307.6,93.14816, ,
1955,Red Sox,1822,6131,137,755,709,43,11.50%,11.90%,0.138,0.281,0.264,0.351,0.402,0.34,96,7.2,-25.5,70.4,26.4,259.4,155.52134, ,
1973,Orioles,1707,6335,119,754,692,146,10.20%,11.90%,0.123,0.287,0.266,0.345,0.389,0.334,111,7.3,85.1,98.2,41.2,392.2,187.97463, ,
1970,Braves,1981,6202,160,736,692,58,8.40%,11.90%,0.134,0.285,0.27,0.334,0.404,0.329,94,0.1,-47.6,26.7,19.8,188.6,131.37468, ,
1953,Reds,1862,5912,166,714,669,25,8.20%,11.90%,0.141,0.275,0.261,0.325,0.403,0.331,86,1.7,-110.9,73.5,15.2,151.8,111.94801, ,
1983,Royals,1736,6083,109,696,653,182,6.50%,11.90%,0.126,0.293,0.271,0.32,0.397,0.319,96,16.9,-10.7,-45.4,15.1,141.6,109.38799, ,
1974,Cardinals,2220,6314,83,677,610,172,8.40%,11.90%,0.099,0.291,0.265,0.331,0.365,0.318,94,12.1,-33.2,58.3,23.8,221.4,172.73455, ,
1978,Cubs,2296,6256,72,664,612,110,9.00%,11.90%,0.097,0.291,0.264,0.331,0.361,0.314,85,0.9,-106.6,17,12.2,111.3,170.02787, ,
1952,Browns,1990,6001,82,604,574,30,9.00%,11.90%,0.105,0.276,0.25,0.322,0.356,0.318,83,-1.6,-124.8,28.2,9.7,89.4,122.89452, ,
1972,Yankees,1891,5785,103,557,526,71,8.50%,11.90%,0.108,0.269,0.25,0.317,0.358,0.309,105,0.6,31,27.3,25.1,213.7,70.74786, ,
1946,Indians,1824,5850,79,535,497,57,8.60%,11.90%,0.111,0.27,0.245,0.313,0.357,0.319,90,-9.8,-79.3,26.6,15.4,139.7,51.32119, ,
1982,Angels,1779,6350,186,814,760,55,9.70%,12.00%,0.159,0.287,0.274,0.347,0.433,0.347,114,-9.8,95.4,31.3,34.1,324.7,134.74811, ,
1979,Brewers,1579,6227,185,807,766,100,8.80%,12.00%,0.168,0.294,0.28,0.345,0.448,0.35,114,0.5,107.2,-15.4,30.5,296.8,89.14816, ,
1975,Red Sox,1744,6175,134,796,756,66,9.10%,12.00%,0.142,0.295,0.275,0.344,0.417,0.346,106,-8.2,34.5,47.8,29.4,278.8,157.92139, ,
1991,Twins,1903,6218,140,776,733,107,8.50%,12.00%,0.139,0.3,0.28,0.344,0.42,0.342,107,-5.7,46.1,18.4,27.4,261.6,130.2014, ,
1957,Braves,1880,6050,199,772,722,35,7.60%,12.00%,0.173,0.278,0.269,0.327,0.442,0.337,111,4.7,86.1,70.6,35.1,333.2,69.58814, ,
1989,Twins,1881,6207,117,740,691,111,7.70%,12.00%,0.125,0.298,0.276,0.334,0.402,0.331,104,-1,26,-44,20,183.3,140.52134, ,
1971,Cardinals,2097,6300,95,739,686,124,8.60%,12.00%,0.11,0.3,0.275,0.338,0.385,0.327,105,6.7,38.3,-28.5,24.3,208.5,183.26795, ,
1975,Twins,1925,6225,121,724,669,81,9.00%,12.00%,0.115,0.293,0.271,0.341,0.386,0.332,103,-1.3,22.3,-17.6,21.7,202.7,165.69462, ,
1946,Yankees,1733,5873,136,684,649,48,10.70%,12.00%,0.139,0.265,0.248,0.334,0.388,0.343,100,-6.5,-4.4,80,29.1,268.8,120.54796, ,
1984,Twins,1688,6106,114,673,636,39,7.20%,12.00%,0.12,0.285,0.265,0.318,0.385,0.314,89,-4.5,-83.9,87.1,20,194.7,117.26795, ,
1949,Browns,1949,5841,117,665,626,38,10.80%,12.00%,0.122,0.276,0.255,0.339,0.377,0.339,83,-10,-142.3,-73.3,-1.8,-17.8,129.85459, ,
1959,Pirates,1961,5952,112,651,617,32,7.40%,12.00%,0.121,0.284,0.263,0.32,0.384,0.312,89,-2,-86.4,37.1,16.1,155.2,97.84128, ,
1954,Senators,1820,6005,81,632,592,37,10.20%,12.00%,0.108,0.27,0.246,0.325,0.355,0.317,88,3.5,-81.4,12,12,114,153.46785, ,
1946,Browns,1885,5920,84,621,576,23,7.80%,12.00%,0.105,0.277,0.251,0.313,0.356,0.318,81,-11.4,-140.6,-0.3,6.2,53.8,139.89452, ,
1978,Cardinals,2056,5966,79,600,568,97,7.00%,12.00%,0.109,0.272,0.249,0.303,0.358,0.298,83,3.9,-109.9,17.3,10.9,98.9,113.74786, ,
1976,White Sox,1753,6171,73,586,538,120,7.60%,12.00%,0.094,0.28,0.255,0.314,0.349,0.307,93,2.8,-44.6,-68.9,8.7,73.2,122.90783, ,
1983,Red Sox,1700,6251,142,724,690,30,8.60%,12.10%,0.139,0.289,0.27,0.335,0.409,0.332,99,-5.2,-10.2,-33.2,16.9,159.9,106.50803, ,
1956,Braves,1946,5897,177,709,667,29,8.20%,12.10%,0.163,0.269,0.259,0.323,0.423,0.328,106,0.9,40.5,90.2,30.3,296.2,55.48141, ,
1985,Brewers,1622,6158,101,690,636,69,7.50%,12.10%,0.115,0.286,0.263,0.319,0.379,0.311,92,-1.7,-62.7,-50.4,9.2,86.3,149.70793, ,
1971,Braves,1995,6172,153,643,597,57,7.00%,12.10%,0.128,0.271,0.257,0.312,0.385,0.314,89,-4.3,-79.3,-23,11.2,92.4,87.26795, ,
1990,Mariners,1824,6207,107,640,610,105,9.60%,12.10%,0.114,0.281,0.259,0.333,0.373,0.32,97,-1.7,-26.5,31.2,20.7,198,115.14791, ,
1955,Athletics,2017,5915,121,638,592,22,7.80%,12.10%,0.121,0.281,0.261,0.321,0.382,0.317,85,-5.4,-118.3,-11.7,7.9,76.9,89.98794, ,
1980,Astros,2130,6253,75,637,599,194,8.60%,12.10%,0.106,0.289,0.261,0.326,0.367,0.311,99,8.7,4.6,30.9,24.2,228.5,127.58789, ,
1953,Pirates,1955,5898,99,622,571,41,8.90%,12.10%,0.109,0.27,0.247,0.32,0.356,0.313,73,-3,-210.6,25.9,0.4,4,140.89452, ,
1976,Tigers,1786,6018,101,609,566,107,7.50%,12.10%,0.108,0.279,0.257,0.315,0.365,0.314,94,-2,-39.8,-54.2,10.2,88.1,104.73455, ,
1976,Dodgers,1999,6108,91,608,559,144,7.90%,12.10%,0.099,0.274,0.251,0.313,0.35,0.305,91,6.9,-51.3,91.2,25.3,233.4,142.3345, ,
1981,Astros,1400,4156,45,394,369,81,8.20%,11.70%,0.099,0.283,0.257,0.318,0.356,0.306,97,0.4,-13.3,39,17.4,157.9,-87.10548, ,
1980,Orioles,1865,6282,156,805,751,111,9.30%,12.20%,0.14,0.29,0.273,0.342,0.413,0.339,111,6.2,85.2,7.4,31.5,298.9,177.21471, ,
1957,White Sox,1880,6041,106,706,663,109,10.30%,12.20%,0.116,0.284,0.261,0.344,0.376,0.326,101,6.4,12.2,95.2,30.3,289.3,173.42792, ,
1975,Astros,2092,6194,84,663,606,133,8.40%,12.20%,0.105,0.279,0.254,0.32,0.359,0.311,94,3.6,-40.2,10.4,18.1,167.4,174.17453, ,
1971,Dodgers,1990,6153,95,663,631,76,7.90%,12.20%,0.104,0.291,0.266,0.325,0.37,0.315,101,1.7,8.5,31.2,26.4,233.8,145.8679, ,
1960,Tigers,1952,5988,150,633,601,66,10.60%,12.20%,0.136,0.251,0.239,0.324,0.375,0.316,87,2.6,-96,40,12.1,115.4,103.00125, ,
1952,Cubs,1813,5834,107,628,595,50,7.20%,12.20%,0.119,0.288,0.264,0.321,0.383,0.327,90,-0.2,-66.9,41.2,17.5,163.3,77.41461, ,
1992,Royals,1691,6084,75,610,568,131,7.20%,12.20%,0.108,0.282,0.256,0.315,0.364,0.309,88,-2.4,-86.1,-35,7.6,68.4,108.30788, ,
1972,Royals,1975,5845,78,580,547,85,9.10%,12.20%,0.098,0.281,0.255,0.327,0.353,0.311,102,2.7,16.8,12.1,22.1,185.9,106.61451, ,
1952,Braves,1822,5828,110,569,530,58,8.30%,12.20%,0.111,0.251,0.233,0.301,0.343,0.304,82,3.5,-120.3,-1.4,7.5,67.1,121.34781, ,
1981,Red Sox,1113,4281,90,519,492,32,8.80%,12.10%,0.124,0.297,0.275,0.34,0.399,0.338,110,-4.9,39.4,-5.2,17.9,161.6,-72.75867, ,
1981,Expos,1402,4068,81,443,407,138,9.00%,12.20%,0.124,0.264,0.246,0.316,0.37,0.311,93,12.9,-16.9,51.4,17.9,163.9,-74.1321, ,
1982,Royals,1715,6178,132,784,746,133,7.20%,12.30%,0.143,0.307,0.285,0.337,0.428,0.339,109,7.8,74,20,30.1,286.7,117.61476, ,
1957,Redlegs,2094,6103,187,747,713,51,8.90%,12.30%,0.163,0.281,0.269,0.338,0.432,0.341,101,0.3,8.7,35.5,23.5,222.3,70.32144, ,
1959,Indians,1831,5842,167,745,681,33,7.40%,12.30%,0.146,0.275,0.263,0.321,0.408,0.324,101,-5.9,0.6,95.5,27,262.2,130.08136, ,
1957,Red Sox,1858,5973,153,720,695,29,10.40%,12.30%,0.143,0.279,0.263,0.341,0.406,0.333,97,1.9,-21.1,57.7,22.8,216.4,110.22802, ,
1977,Tigers,1674,6173,166,714,676,60,7.30%,12.30%,0.146,0.278,0.264,0.318,0.41,0.322,94,-2.2,-44.1,-32.3,13.4,130.4,93.9347, ,
1959,Tigers,1892,5946,160,713,667,34,9.80%,12.30%,0.141,0.272,0.258,0.335,0.4,0.329,99,2.2,-4,47.7,22,212.7,118.668, ,
1979,Cubs,2209,6171,135,706,663,73,7.70%,12.30%,0.134,0.29,0.269,0.329,0.403,0.326,90,-4.5,-75.7,-12.2,12.3,118.8,103.94801, ,
1961,Pirates,1904,5867,128,694,646,26,7.30%,12.30%,0.137,0.293,0.273,0.328,0.41,0.326,95,-5.2,-44.6,26.8,18.1,178.1,73.9347, ,
1979,Phillies,2155,6222,119,683,641,128,9.70%,12.30%,0.13,0.288,0.266,0.34,0.396,0.328,99,-3.2,-13,90.8,29.2,286.2,98.96132, ,
1974,Royals,1736,6266,89,667,623,146,8.80%,12.30%,0.104,0.285,0.259,0.327,0.364,0.318,97,1.5,-18.3,-45.3,14.7,133.3,165.30788, ,
1990,Twins,1804,6086,100,666,625,96,7.30%,12.30%,0.12,0.289,0.265,0.324,0.385,0.319,94,-4.1,-47.7,-25,12.4,116.9,110.26795, ,
1974,Braves,2078,6279,120,661,599,72,9.10%,12.30%,0.115,0.268,0.249,0.319,0.363,0.312,85,-1.2,-108.9,96.7,19.3,183,161.88121, ,
1982,Blue Jays,1882,6067,106,651,605,118,6.80%,12.30%,0.121,0.284,0.262,0.314,0.383,0.311,86,-8.6,-112.2,-7.5,7.2,69.6,100.41461, ,
1952,Reds,1823,5785,104,615,562,32,8.30%,12.30%,0.117,0.271,0.249,0.314,0.366,0.318,85,-4.7,-106.4,15.5,10.5,96.5,108.16122, ,
1978,Astros,2110,6035,70,605,557,178,7.20%,12.30%,0.097,0.285,0.258,0.313,0.355,0.301,93,13.7,-33,-6.9,17.1,153.9,126.46785, ,
1957,Pirates,2022,5942,92,586,551,46,6.30%,12.30%,0.116,0.293,0.268,0.315,0.384,0.31,88,-0.6,-85.2,80.7,17.6,168.9,32.84128, ,
1937,Bees,1621,5731,63,578,534,45,8.50%,12.30%,0.092,0.276,0.247,0.314,0.339,0.307,85,5.9,-103.9,100.3,18.2,187.6,140.64113, ,
1975,Padres,2155,6154,78,552,505,85,8.20%,12.30%,0.091,0.268,0.244,0.31,0.335,0.297,84,-1.4,-113.5,-10,8.1,72.5,124.93445, ,
1981,Tigers,1235,4109,65,427,403,61,9.80%,12.20%,0.111,0.279,0.256,0.331,0.368,0.32,102,-1.4,9.3,47.3,19.2,178.9,-84.98544, ,
1981,Cardinals,1408,4011,50,464,431,88,9.40%,12.30%,0.113,0.293,0.265,0.336,0.377,0.325,101,1.1,4.4,54.5,20.4,186.6,-71.14541, ,
1956,Yankees,1928,6069,190,857,787,51,10.10%,12.40%,0.165,0.282,0.27,0.347,0.434,0.348,108,-1,58.5,68.6,33.8,329.9,175.17478, ,
1985,Yankees,1708,6236,176,839,793,155,9.90%,12.40%,0.158,0.28,0.267,0.344,0.425,0.341,112,7.9,99.4,10,32.5,311.3,180.33475, ,
1952,Indians,1869,6060,148,763,721,46,10.30%,12.40%,0.141,0.282,0.262,0.342,0.404,0.348,111,0,79,36.6,32.6,303.3,158.37468, ,
1955,Braves,1782,5920,182,743,699,42,8.50%,12.40%,0.166,0.272,0.261,0.326,0.427,0.334,105,2,35.6,57,26.3,258.3,79.18809, ,
1960,Pirates,1901,6015,120,733,688,34,8.10%,12.40%,0.131,0.3,0.277,0.336,0.408,0.33,104,-0.6,24,69.2,30,286.6,118.08136, ,
1950,Browns,1893,5971,106,684,642,39,11.60%,12.40%,0.124,0.27,0.246,0.337,0.37,0.331,76,-11.5,-206.5,-60.9,-5.3,-51.9,166.8679, ,
1980,Pirates,2085,6118,116,666,625,209,7.40%,12.40%,0.122,0.288,0.266,0.322,0.389,0.316,92,0.8,-51.8,60.7,20.8,197.6,99.97463, ,
1974,Orioles,1713,6230,116,659,608,145,8.20%,12.40%,0.113,0.277,0.256,0.322,0.37,0.317,103,8.1,27.6,25.1,26.6,248.6,141.8679, ,
1983,Rangers,1719,6162,106,639,587,119,7.20%,12.40%,0.112,0.277,0.255,0.31,0.366,0.304,87,-0.9,-96.1,26,13.5,130.2,132.16122, ,
1956,Athletics,2062,5859,112,619,584,40,8.20%,12.40%,0.118,0.272,0.252,0.315,0.37,0.308,77,-0.8,-176.1,17.8,3.9,37.6,101.8679, ,
1957,Senators,1996,5895,111,603,572,13,8.90%,12.40%,0.119,0.263,0.244,0.316,0.363,0.305,85,-8.3,-110.8,-68.6,0.4,-1.9,103.88121, ,
1979,Astros,2050,6029,49,583,542,190,7.60%,12.40%,0.088,0.287,0.256,0.315,0.344,0.295,86,1.3,-98.6,73.1,18,176.5,132.77448, ,
1975,Braves,2033,6085,107,583,540,58,8.90%,12.40%,0.102,0.265,0.244,0.313,0.347,0.303,76,-2.1,-168.2,-52.3,-2.3,-26.8,125.05449, ,
1981,Twins,1187,4026,47,378,359,34,6.80%,12.30%,0.098,0.265,0.24,0.293,0.338,0.288,77,-3.1,-100.5,-33.3,-1.3,-13.9,-56.78554, ,
1982,Orioles,1851,6320,179,774,735,49,10.00%,12.50%,0.153,0.28,0.266,0.341,0.419,0.339,110,-5.1,71.8,22.6,30.6,291.5,130.77473, ,
1992,White Sox,1724,6267,110,738,686,160,9.90%,12.50%,0.122,0.283,0.261,0.336,0.383,0.326,104,8.5,37.2,17.8,26.9,250.3,187.41461, ,
1956,Dodgers,1877,5876,179,720,680,65,11.00%,12.50%,0.161,0.269,0.258,0.342,0.419,0.337,101,1.4,4.9,117.4,29.3,287.3,76.77473, ,
1961,Cardinals,2053,5937,103,703,657,46,8.30%,12.50%,0.122,0.296,0.271,0.334,0.393,0.323,86,-0.2,-102.9,81.6,17.9,177,126.68131, ,
1961,Athletics,2096,6163,90,683,631,58,9.40%,12.50%,0.107,0.272,0.248,0.321,0.354,0.306,78,4.7,-167.3,-6.2,1.9,17.8,207.04118, ,
1974,Twins,1878,6304,111,673,632,74,8.20%,12.50%,0.106,0.297,0.272,0.336,0.378,0.328,104,-1,23.5,-41.8,19.7,179.9,135.28126, ,
1973,Expos,2226,6240,125,668,612,77,11.10%,12.50%,0.114,0.271,0.25,0.339,0.364,0.321,94,-8.1,-54.4,73.9,22.4,211.5,166.30788, ,
1952,Red Sox,1848,5885,113,668,628,59,9.20%,12.50%,0.122,0.279,0.255,0.328,0.377,0.33,89,-0.9,-79.6,48.7,16.2,151.5,132.85459, ,
1975,Giants,2037,6186,84,659,606,99,9.80%,12.50%,0.106,0.286,0.259,0.333,0.365,0.321,91,2.7,-64.5,-13.8,13.1,118.7,154.73455, ,
1981,Pirates,1429,3953,55,407,384,122,7.00%,12.40%,0.112,0.283,0.258,0.311,0.37,0.309,89,5.2,-44.7,-9.6,8.3,71.5,-110.1321, ,
1979,Padres,2183,6169,93,603,559,100,8.70%,12.50%,0.106,0.264,0.242,0.311,0.348,0.295,85,-1.6,-112.2,51.7,15,146.2,142.48116, ,
1982,Rangers,1697,6021,115,590,558,63,7.40%,12.50%,0.11,0.269,0.249,0.308,0.359,0.301,86,-5.1,-106.7,-48,3.7,33.1,101.17453, ,
1956,Orioles,1988,5788,91,571,515,39,9.70%,12.50%,0.106,0.267,0.244,0.32,0.35,0.305,84,-5.8,-125.7,-9.9,6,57.9,105.3345, ,
1955,Orioles,2078,5931,54,540,503,34,9.50%,12.50%,0.079,0.269,0.24,0.315,0.32,0.293,78,-6.9,-166,-35.9,0.7,5.5,151.5344, ,
1952,Pirates,1926,5775,92,515,478,43,8.40%,12.50%,0.1,0.253,0.231,0.3,0.331,0.298,70,-2.2,-206.5,4.9,-1.4,-14.5,98.22777, ,
1981,Padres,1490,4176,32,382,350,83,7.40%,12.50%,0.09,0.288,0.257,0.314,0.346,0.301,91,-6.3,-46.5,-2.8,9.5,83.5,-73.37218, ,
1961,Yankees,1931,6222,240,825,779,28,8.70%,12.60%,0.179,0.266,0.263,0.329,0.442,0.339,108,0.3,63.1,111.3,37.2,367.6,122.58814, ,
1956,Redlegs,2027,5999,221,775,734,45,8.80%,12.60%,0.175,0.272,0.266,0.336,0.441,0.342,103,3.6,21.6,42.7,23.8,232.7,75.16147, ,
1992,Brewers,1644,6183,82,740,683,256,8.30%,12.60%,0.107,0.296,0.268,0.33,0.375,0.319,98,5.7,-6.2,-5.9,19.5,180.5,210.00125, ,
1980,Cardinals,2088,6191,101,738,688,117,7.30%,12.60%,0.125,0.302,0.275,0.329,0.4,0.324,101,1.2,6.4,59.2,27.1,256.6,143.668, ,
1982,Dodgers,2200,6307,137,689,651,151,8.20%,12.60%,0.124,0.284,0.264,0.327,0.388,0.318,101,8.2,17.2,24.2,26.4,249.7,125.54796, ,
1974,Indians,1823,6019,131,661,616,79,7.20%,12.60%,0.115,0.274,0.255,0.311,0.37,0.313,95,-9,-41.9,19.4,17.8,166.7,143.8679, ,
1971,Cubs,1925,6126,128,637,603,44,8.60%,12.60%,0.12,0.278,0.258,0.325,0.378,0.319,90,-1.8,-71.4,-10.5,13.1,111.3,99.28126, ,
1980,Padres,2265,6255,67,591,546,239,9.00%,12.60%,0.087,0.285,0.255,0.324,0.342,0.302,92,18.1,-35.2,39.6,20.9,197.3,145.92114, ,
1979,Athletics,1684,5971,108,573,541,104,8.10%,12.60%,0.108,0.258,0.239,0.302,0.346,0.292,79,-5.4,-156.3,-137.5,-9.7,-97.3,117.62782, ,
1954,Pirates,1901,5836,76,557,526,21,9.70%,12.60%,0.103,0.273,0.248,0.323,0.35,0.313,75,3.4,-183.5,-8,-0.9,-9.9,91.3345, ,
2002,Angels,1921,6327,152,851,811,117,7.30%,12.70%,0.15,0.303,0.282,0.341,0.433,0.336,105,12.5,49.4,29.5,29.3,293,171.74811,$114.4,114.4
1985,Red Sox,1742,6420,162,800,760,66,8.80%,12.70%,0.147,0.303,0.282,0.347,0.429,0.344,110,0.3,76.1,-25.8,27.1,258.1,131.04143, ,
1991,Brewers,1638,6311,116,799,750,106,8.80%,12.70%,0.125,0.296,0.271,0.336,0.396,0.328,104,-5.9,25.6,-49.4,18.8,176.2,214.96132, ,
1969,Orioles,1981,6328,175,779,722,82,10.00%,12.70%,0.148,0.281,0.265,0.343,0.414,0.341,112,1.7,86.9,150.9,44.6,417.2,148.64138, ,
1976,Phillies,2170,6237,110,770,708,127,8.70%,12.70%,0.123,0.297,0.272,0.338,0.395,0.336,106,-2.2,36.8,59.7,32.4,294,188.53465, ,
